YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW
1987,6,48,30,926.7,1002,28.4,22,18.8,56,21.7,27,8,11
1987,7,12,1,929.9,1006.4,25,20.8,18.6,68,21.4,32,16,9
1987,7,12,2,930.9,1007.1,25.2,20.6,18.2,65,20.9,32,12,13
1987,7,12,3,930.9,1007.4,24.8,20.4,18.1,66,20.8,27,8,13
1987,7,12,4,930.3,1006.5,26,21,18.4,63,21.2,27,6,10
1987,7,12,5,931,1007.6,25,20.6,18.3,66,21,27,4,7
1987,7,12,6,931.8,1008.2,25.2,20.6,17.5,62,20,32,4,7
1987,7,12,7,931,1007.3,25.2,20.8,18.5,67,21.3,32,6,9
1987,7,12,8,930.6,1007.1,25,21,19,69,22,32,8,5
1987,7,12,9,930.1,1006.3,25.6,21,18.7,65,21.6,32,12,11
1987,7,12,10,930.5,1007,24.6,20.4,18.2,68,20.9,32,12,11
1987,7,12,11,931.1,1007.7,24.8,22,20.7,78,24.4,32,10,11
1987,7,12,12,930.8,1007,25.2,20.8,18.5,67,21.3,32,8,11
1987,7,12,13,931.1,1007.5,25.2,20.4,17.9,64,20.5,0,0,9
1987,7,12,14,931.6,1008,25.6,22,20.3,72,23.8,32,10,11
1987,7,12,15,932.4,1008.8,26,20.8,18.1,62,20.8,27,8,7
1987,7,12,16,931.5,1007.9,25.6,20.8,18.3,64,21,32,4,11
1987,7,12,17,930.1,1006.3,25.6,20,16.9,59,19.3,32,18,13
1987,7,12,18,930.4,1006.4,26.2,20.4,17.3,58,19.7,32,8,13
1987,7,12,19,930.2,1006.4,26,20,16.7,56,19,32,10,12
1987,7,12,20,930.3,1006.5,26,20.2,17,58,19.4,27,8,12
1987,7,12,21,930.4,1006.4,26.4,20.4,17.2,57,19.6,32,10,9
1987,7,12,22,931.8,1008.2,26,20.6,17.7,60,20.2,32,4,12
1987,7,12,23,931.3,1007.4,27,20.2,16.4,52,18.6,32,4,9
1987,7,12,24,932.8,1008.9,26.6,21,18.1,60,20.8,36,8,7
1987,7,12,25,931.3,1007.4,26.8,20.8,17.6,57,20.1,32,6,9
1987,7,12,26,930.5,1007,25,20,17.3,62,19.7,36,6,8
1987,7,12,27,931.7,1008.1,25.2,20.2,17.5,62,20,36,4,6
1987,7,12,28,932.9,1009.3,25.6,20.8,18.3,64,21,36,4,3
1987,7,12,29,932.1,1007.9,27.4,22,19.4,62,22.5,32,8,4
1987,7,12,30,931.7,1007.8,26.6,22,19.8,66,23.1,0,0,7
1987,7,12,31,932.8,1009.7,23.8,19.6,17.3,67,19.7,32,8,10
1987,7,48,1,927.2,1001.7,31.4,22.4,17.9,45,20.5,27,12,16
1987,7,48,2,929.1,1004.5,29,21.4,17.4,50,19.9,27,8,16
1987,7,48,3,928.1,1003,29.4,21.6,17.6,49,20.1,32,8,16
1987,7,48,4,928.2,1003.2,29.8,21.4,17,46,19.4,27,12,15
1987,7,48,5,928.2,1003.1,30.8,21.6,16.7,43,19,32,10,8
1987,7,48,6,928.1,1002.4,32.8,21.6,15.5,35,17.6,32,10,15
1987,7,48,7,928.7,1003.7,30.2,21.8,17.5,46,20,27,16,13
1987,7,48,8,927.3,1002.3,29.8,22.4,18.8,52,21.7,27,16,15
1987,7,48,9,928.1,1003.1,29.4,22,18.3,51,21,32,14,20
1987,7,48,10,928.4,1002.7,31.2,24.6,21.8,57,26.1,32,6,14
1987,7,48,11,928.1,1002.4,33,23,18.1,41,20.8,32,10,15
1987,7,48,12,927.3,1001.6,33,23.4,18.8,43,21.7,32,10,20
1987,7,48,13,927.6,1001.9,32.2,21.8,16.3,38,18.5,32,14,13
1987,7,48,14,928.7,1004.5,26.4,23.2,21.8,76,26.1,0,0,13
1987,7,48,15,929.3,1004,31.8,22.2,17.3,42,19.7,23,10,13
1987,7,48,16,927.1,1000.8,34.6,21.4,13.8,29,15.8,32,18,14
1987,7,48,17,927.2,1001.5,33,21,14.1,32,16.1,32,24,19
1987,7,48,18,927.1,1001.1,33.4,20.8,13.4,30,15.4,32,10,17
1987,7,48,19,927.3,1001.3,33.8,21,13.5,29,15.5,32,12,16
1987,7,48,20,927,1001.3,32.2,21.6,15.9,37,18.1,0,0,15
1987,7,48,21,927.4,1001.7,32.4,21,14.5,34,16.5,32,14,14
1987,7,48,22,926.8,1000.9,32.2,20.8,14.2,34,16.2,32,8,11
1987,7,48,23,927.6,1001.9,32.8,21,14.2,33,16.2,32,2,10
1987,7,48,24,928.3,1002.3,34,21.6,14.7,31,16.7,32,10,12
1987,7,48,25,928.3,1002,34.2,21.6,14.5,31,16.5,32,4,11
1987,7,48,26,928.1,1002.6,31.4,20.2,13.5,34,15.5,32,8,12
1987,7,48,27,928.4,1002.7,32.6,20.6,13.5,31,15.5,0,0,9
1987,7,48,28,928.4,1002.4,34,21.6,14.7,31,16.7,32,2,9
1987,7,48,29,928.6,1002.6,33.8,22.2,16,35,18.2,0,0,9
1987,7,48,30,929,1005.5,24.4,22.4,21.5,84,25.6,36,2,5
1987,7,48,31,929.1,1003.8,31.4,22.4,17.9,45,20.5,32,8,7
1987,8,12,1,931.5,1007.9,25.2,20.2,17.5,62,20,27,8,3
1987,8,12,2,931.1,1007.5,25.6,21.4,19.3,68,22.4,32,6,5
1987,8,12,3,932.4,1008.8,25.6,21.8,20,70,23.4,32,4,3
1987,8,12,4,932.2,1009.1,23.4,21.6,20.7,85,24.4,36,2,6
1987,8,12,5,930.8,1007.8,23,21.6,20.9,88,24.7,36,6,5
1987,8,12,6,931.4,1008.3,24,21.4,20.1,79,23.5,0,0,3
1987,8,12,7,932.4,1009.3,23.8,21.4,20.2,80,23.7,32,4,5
1987,8,12,8,931.7,1008.6,23.6,20,18.1,71,20.8,32,6,5
1987,8,12,9,930.7,1007,23.6,20.6,19.1,76,22.1,27,2,6
1987,8,12,10,929.8,1006.5,23.4,20.6,19.2,77,22.2,32,2,4
1987,8,12,11,929.3,1006,23.8,21.2,19.9,79,23.2,32,6,8
1987,8,12,12,929.7,1006.2,24.6,21.2,19.5,73,22.7,32,8,10
1987,8,12,13,929.8,1006.3,24.4,21,19.3,73,22.4,36,8,10
1987,8,12,14,930.2,1007.2,23,21,20,83,23.4,32,6,6
1987,8,12,15,928.2,1004.8,23.4,20.4,18.9,76,21.8,36,6,12
1987,8,12,16,928.2,1004.5,24.4,21.2,19.6,75,22.8,32,8,5
1987,8,12,17,926.8,1002.7,25.4,21.2,19.1,68,22.1,32,6,9
1987,8,12,18,926.8,1002.7,25.6,21.2,19,67,22,32,4,11
1987,8,12,19,928,1004.3,24.4,20.4,18.3,69,21,27,6,13
1987,8,12,20,928.5,1004.6,25.2,21.6,19.8,72,23.1,32,12,14
1987,8,12,21,929,1005.2,25.2,21.4,19.5,71,22.7,27,6,13
1987,8,12,22,930.2,1006.7,24.6,20.6,18.5,69,21.3,32,6,9
1987,8,12,23,929.2,1005.4,25.4,21.2,19.1,68,22.1,27,2,8
1987,8,12,24,929.2,1005.7,25,21.2,19.3,71,22.4,27,6,12
1987,8,12,25,929.2,1005.4,25.6,22.2,20.6,74,24.3,27,6,12
1987,8,12,26,931.2,1007.8,25,22.2,20.9,78,24.7,27,6,11
1987,8,12,27,931.6,1008.2,24.8,21.4,19.7,73,22.9,32,2,7
1987,8,12,28,932.1,1008.7,25,21.4,19.6,72,22.8,0,0,8
1987,8,12,29,932.1,1008.7,25,20.6,18.3,66,21,36,8,11
1987,8,12,30,932.5,1008.9,25.4,20.6,18.1,64,20.8,32,10,9
1987,8,12,31,933.6,1010.2,26,20.6,17.7,60,20.2,36,8,4
1987,8,48,1,928.2,1002.5,32.2,22.4,17.4,41,19.9,32,10,7
1987,8,48,2,928,1002.5,31.4,22,17.1,42,19.5,27,10,7
1987,8,48,3,927.8,1003.1,28.2,23.4,21.2,66,25.2,23,6,6
1987,8,48,4,928.5,1003.5,29.4,23,20,57,23.4,36,6,10
1987,8,48,5,927.9,1003.4,27.6,22.4,19.9,63,23.2,0,0,8
1987,8,48,6,927.7,1002.7,29.6,22.6,19.2,54,22.2,32,6,6
1987,8,48,7,929.3,1009,27.6,22,19.3,60,22.4,32,6,11
1987,8,48,8,927.9,1003.4,28,21.8,18.7,57,21.6,32,4,9
1987,8,48,9,927,1001.9,29.4,22.4,19,54,22,27,4,9
1987,8,48,10,926.8,1001.7,29.4,22.2,18.6,52,21.4,32,8,9
1987,8,48,11,926.7,1001.6,29.2,22,18.4,52,21.2,32,4,8
1987,8,48,12,926.8,1001.7,29.8,22,18.1,49,20.8,32,8,13
1987,8,48,13,927.3,1002.6,28.6,22,18.7,55,21.6,36,8,13
1987,8,48,14,927.1,1003.2,25.2,22,20.5,75,24.1,32,4,8
1987,8,48,15,925.4,1001.3,26,22.4,20.7,73,24.4,32,8,13
1987,8,48,16,924.3,999,30,22.4,18.7,51,21.6,32,8,12
1987,8,48,17,923.9,998.3,30.2,22.4,18.7,50,21.6,32,8,12
1987,8,48,18,924.8,1000.5,25.6,23.8,23,86,28.1,0,0,13
1987,8,48,19,925.5,1001.1,26.8,21,18,58,20.6,32,20,17
1987,8,48,20,926.2,1001.3,28.2,22.2,19.3,58,22.4,32,8,18
1987,8,48,21,926.2,1000.8,30.6,22.2,18,47,20.6,32,10,15
1987,8,48,22,926.5,1001.1,30.4,22.2,18.1,48,20.8,32,10,16
1987,8,48,23,925.2,999.5,31.2,22,17.2,43,19.6,32,10,13
1987,8,48,24,926.5,1001.4,29.4,22.2,18.6,52,21.4,27,14,17
1987,8,48,25,927.3,1002.3,29.4,22,18.3,51,21,27,14,14
1987,8,48,26,928.6,1003.1,31.2,22.2,17.6,44,20.1,27,10,15
1987,8,48,27,929,1004.3,29,22.4,19.2,56,22.2,27,14,12
1987,8,48,28,928.7,1003.7,30,21.8,17.6,47,20.1,27,12,15
1987,8,48,29,929.5,1004.9,28.4,22.6,19.8,60,23.1,32,12,14
1987,8,48,30,929.9,1004.6,32,22,16.8,40,19.1,32,6,13
1987,8,48,31,929.9,1004.3,32.2,21.6,15.9,37,18.1,32,6,11
1987,9,12,1,933.4,1010,25.6,20.8,18.3,64,21,32,4,4
1987,9,12,2,932.3,1008.7,25.2,20.2,17.5,62,20,32,4,8
1987,9,12,3,932.5,1009.1,25,20.6,18.3,66,21,0,0,5
1987,9,12,4,932.8,1009.6,24.4,20.2,18,67,20.6,32,4,6
1987,9,12,5,932.4,1009,24.4,21.2,19.6,75,22.8,32,4,5
1987,9,12,6,932.4,1008.8,25.6,21.4,19.3,68,22.4,32,4,  
1987,9,12,7,932,1008.4,25.6,20.8,18.3,64,21,0,0,3
1987,9,12,8,931.7,1008.1,25.4,20.2,17.4,61,19.9,36,4,5
1987,9,12,9,931.6,1008,25.2,20.2,17.5,62,20,36,8,7
1987,9,12,10,931.5,1008.1,25,19.6,16.6,60,18.9,32,8,10
1987,9,12,11,931.3,1007.4,26.4,20.2,16.8,56,19.1,32,6,7
1987,9,12,12,932.3,1008.7,25.6,21.2,19,67,22,32,8,10
1987,9,12,13,932.3,1008.4,27,22.4,20.2,66,23.7,32,6,4
1987,9,12,14,932.8,1009.2,26,22.2,20.4,71,24,36,4,7
1987,9,12,15,931.6,1007.7,26.4,22.2,20.2,69,23.7,36,8,2
1987,9,12,16,931.6,1007.2,28.4,23,20.5,62,24.1,36,2,1
1987,9,12,17,932.8,1009.2,25.6,23,21.8,80,26.1,0,0,2
1987,9,12,18,933.6,1009.9,26.2,22.4,20.6,71,24.3,0,0,3
1987,9,12,19,932.4,1008.5,26.4,23,21.5,74,25.6,0,0,3
1987,9,12,20,931.8,1007.9,26.8,22,19.7,65,22,36,6,4
1987,9,12,21,932.1,1008.5,25.2,21.6,19.8,72,23.1,36,4,8
1987,9,12,22,932.7,1009.1,25.2,22.2,20.7,75,24.4,0,0,5
1987,9,12,23,931.2,1007.8,25,22.6,21.5,81,25.6,0,0,2
1987,9,12,24,931.5,1007.9,25.6,23.2,22.1,81,26.6,14,2,1
1987,9,12,25,933.9,1010.5,25.6,22.2,20.6,74,24.3,32,2,3
1987,9,12,26,934.9,1011.5,25.4,22.6,21.3,78,25.3,0,0,2
1987,9,12,27,933.8,1010.4,25.6,21.4,19.3,68,22.4,36,2,5
1987,9,12,28,933.5,1009.8,26.6,23.6,22.3,77,26.9,0,0,2
1987,9,12,29,934.6,1011.7,23.2,22.4,22,93,26.4,0,0,1
1987,9,12,30,934.2,1011,25,20.6,18.3,66,21,0,0,0
1987,9,48,1,928.9,1003.4,32,20.4,13.5,53,15.8,32,10,11
1987,9,48,2,928.7,1004,29,21.2,17.1,49,19.5,27,10,10
1987,9,48,3,928.6,1003.3,30.2,21,15.9,42,18.1,32,8,12
1987,9,48,4,929.4,1004.6,29.4,21.6,17.6,49,20.1,27,8,12
1987,9,48,6,928.6,1003.3,30.2,21,15.9,42,18.1,32,4,9
1987,9,48,7,928.3,1002.8,31.2,21.8,16.9,42,19.3,32,4,10
1987,9,48,8,928.7,1003.4,31,21.6,16.6,42,18.9,32,6,12
1987,9,48,9,927.9,1002.4,32,21.4,15.6,37,17.7,32,4,14
1987,9,48,10,927.4,1002.1,31,21.6,16.6,42,18.9,36,10,16
1987,9,48,11,927.2,1001.9,30.8,21.6,16.7,43,19,36,4,9
1987,9,48,12,929.5,1004.2,31.2,22,17.2,43,19.6,36,6,10
1987,9,48,13,928.2,1002.5,32.2,22.6,17.8,42,20.4,32,4,9
1987,9,48,14,927.6,1002.1,31.6,21.6,16.2,40,18.4,0,0,10
1987,9,48,15,927,1001.5,32,22.6,17.9,43,20.5,36,6,11
1987,9,48,16,928.4,1004.7,25,22.2,20.9,78,24.7,23,8,4
1987,9,48,17,929.1,1004.8,28,22.8,20.4,63,24,36,8,2
1987,9,48,18,928.2,1003.7,27.8,22.6,20.1,63,24,0,0,1
1987,9,48,19,927.5,1001.8,32.8,23.2,18.6,43,21.4,0,0,2
1987,9,48,20,926.7,1001,31.2,23.6,20.1,52,23.5,32,4,2
1987,9,48,21,928.4,1002.9,31.4,23.2,19.3,49,22.4,32,2,2
1987,9,48,22,927.5,1001.8,32.8,23.2,18.6,43,21.4,32,2,2
1987,9,48,23,928,1004.1,25.6,22.6,21.2,77,25.2,36,2,2
1987,9,48,24,928.9,1005.7,22.4,22.2,22.1,98,26.6,0,0,1
1987,9,48,25,930.4,1005.6,30,22,19.9,48,20.5,0,0,1
1987,9,48,26,931.3,1007.1,27.6,23.4,21.5,70,25.6,0,0,1
1987,9,48,27,929.6,1004.8,29.6,23.2,20.2,57,23.7,0,0,7
1987,9,48,28,930.6,1006.8,25.2,22.8,21.7,81,26,14,6,5
1987,9,48,29,931.8,1009.2,22,21.2,20.8,93,24.6,0,0,2
1987,9,48,30,931.7,1008.6,24,22.8,22.3,90,26.9,0,0,1
1987,10,12,1,935.4,1012.9,23,22.2,21.8,93,26.1,0,0,0
1987,10,12,2,936.3,1013.5,24,22.2,21.4,85,25.5,0,0,3
1987,10,12,3,934.4,1011.5,23.6,21.8,21,85,24.9,0,0,1
1987,10,12,4,934,1010.6,26,23,21.7,77,26,0,0,0
1987,10,12,5,934.9,1012,23.6,22,21.3,87,25.3,0,0,1
1987,10,12,6,937,1014.7,22.6,22,21.7,95,26,0,0,0
1987,10,12,7,935.4,1012.4,24.6,23.4,22.9,90,27.9,0,0,0
1987,10,12,8,933.5,1010.3,24.2,22.6,21.9,87,26.3,0,0,0
1987,10,12,9,933.2,1010.3,24,22.2,21.4,85,25.5,0,0,1
1987,10,12,10,933.3,1010.1,24.8,22.4,21.3,81,25.3,0,0,0
1987,10,12,11,932.6,1009.2,24.4,22.6,21.8,85,26.1,0,0,0
1987,10,12,12,932.3,1008.9,24.6,22.4,21.4,82,25.5,0,0,0
1987,10,12,13,933.1,1009.9,24.8,22.6,21.6,82,25.8,0,0,0
1987,10,12,14,933.2,1010.3,24,22.2,21.4,85,25.5,0,0,0
1987,10,12,15,931,1007.9,23.6,20,18.1,71,20.8,0,0,1
1987,10,12,16,929.1,1005.6,24.6,20.6,18.5,69,21.3,36,4,6
1987,10,12,17,932.3,1009.2,24,22.2,21.4,85,25.5,0,0,1
1987,10,12,18,933.5,1010.3,24.6,22.4,21.4,82,25.5,0,0,1
1987,10,12,19,933.6,1010.4,25,22.6,21.5,81,25.6,0,0,0
1987,10,12,20,933.3,1010.4,24,22.4,21.7,87,26,0,0,0
1987,10,12,21,933.9,1011,23.8,22.2,21.5,87,25.6,14,2,1
1987,10,12,22,933.4,1010,25.6,22.4,20.9,75,24.7,0,0,3
1987,10,12,23,936.3,1013.3,24.6,22.2,21.1,81,25,0,0,0
1987,10,12,24,935.9,1012.9,24.6,21.4,19.8,75,23.1,0,0,0
1987,10,12,25,935.9,1013.7,21.2,20.6,20.3,95,23.8,0,0,1
1987,10,12,26,935.1,1012.9,21.4,20.6,20.2,93,23.7,0,0,0
1987,10,12,27,935.1,1012.6,23,21.4,20.6,87,24.3,0,0,0
1987,10,12,28,934.9,1012.2,22.4,20,18.7,80,21.5,0,0,0
1987,10,12,29,934.3,1011.4,23.4,21.2,20.1,82,23.5,0,0,0
1987,10,12,30,934,1011.3,22.6,21.6,21.1,91,25,0,0,0
1987,10,12,31,933.8,1011.1,23,21.4,20.6,87,24.3,0,0,0
1987,10,48,1,932,1008.4,25.6,22.4,20.9,75,24.7,18,6,3
1987,10,48,2,931.5,1008.1,25,22.4,21.2,79,25.2,0,0,2
1987,10,48,3,930.3,1007.3,23,22,21.5,91,25.6,0,0,1
1987,10,48,4,930.7,1007.2,24.2,22.8,22.2,88,26.8,0,0,3
1987,10,48,5,932.1,1009,24,23.2,22.9,93,27.9,0,0,2
1987,10,48,6,932.7,1009.6,23.2,23,22.9,98,27.9,0,0,2
1987,10,48,7,931.6,1008.2,25,23.2,22.4,86,27.1,0,0,3
1987,10,48,8,929.5,1005.2,27.6,22.6,20.3,64,23.8,0,0,1
1987,10,48,9,929.9,1006.4,24.6,22.6,21.7,84,26,36,2,1
1987,10,48,10,929.9,1006.4,24.6,22.6,21.7,84,24,0,0,0
1987,10,48,11,929.5,1005.7,25.4,22.8,21.6,80,25.8,23,8,3
1987,10,48,12,930.1,1006.6,24.6,22.6,21.7,84,26,0,0,1
1987,10,48,13,929.9,1006.1,25.6,23.2,22.1,81,26.6,0,0,2
1987,10,48,14,929.7,1005.4,27.6,22,19.3,60,22.4,0,0,3
1987,10,48,15,928.2,1004,26.2,21,18.3,62,21,32,8,8
1987,10,48,16,927.2,1003.3,26,22,20.1,70,23.5,0,0,7
1987,10,48,17,928.8,1004.3,28,23,20.7,65,24.4,0,0,3
1987,10,48,18,929.1,1004.8,27.4,22.8,20.7,67,24.4,0,0,1
1987,10,48,19,929.6,1005,28.4,22.4,19.5,59,22.7,5,4,0
1987,10,48,20,929.9,1005.3,28.4,22.8,20.2,61,23.7,0,0,0
1987,10,48,21,930.2,1005.6,28.6,22.4,19.4,58,22.5,0,0,0
1987,10,48,22,931.7,1007.5,28,22,19,58,22,9,2,2
1987,10,48,23,932.5,1008.3,27.4,22.6,20.3,65,23.8,5,6,3
1987,10,48,24,932.7,1008.5,28,22.4,19.7,61,22.9,5,2,2
1987,10,48,25,932.6,1009.2,24.2,21.8,20.7,81,24.4,0,0,0
1987,10,48,26,931.5,1007.6,26.8,22,19.7,65,22.9,36,4,1
1987,10,48,27,931.5,1007.6,26.6,22.4,20.4,69,24,5,4,1
1987,10,48,28,931.6,1007.7,26.2,20.6,17.6,59,20.1,0,0,1
1987,10,48,29,930.9,1007.1,25.6,21.6,19.6,70,22.8,0,0,3
1987,10,48,30,931.9,1008.5,25,21.8,20.3,75,23.8,0,0,2
1987,10,48,31,931,1006.8,27.2,22.4,20.1,65,23.5,0,0,3
1987,11,12,1,932.9,1009.8,24,21.6,20.4,81,24,0,0,0
1987,11,12,2,930.8,1008.1,22,17,14.1,61,16.1,36,4,3
1987,11,12,3,928.3,1005,19.6,18.2,17.4,87,19.9,32,10,14
1987,11,12,5,934.9,1011.7,24.4,22.4,21.5,84,25.6,0,0,2
1987,11,12,6,933.9,1011.2,23,22.2,21.8,93,26.1,0,0,0
1987,11,12,7,933.5,1010.6,24,21.4,20.1,79,23.5,0,0,1
1987,11,12,8,934.4,1011.7,22.8,21.6,21,90,24.9,0,0,0
1987,11,12,9,932,1009.4,20.4,19.8,19.5,95,22.7,36,6,1
1987,11,12,10,931.2,1008.6,20.4,17.2,15.2,72,19.3,0,0,1
1987,11,12,11,930.4,1007.6,20.6,20,19.7,95,22.9,36,4,1
1987,11,12,12,930.7,1008,22,20.6,19.9,88,23.2,0,0,2
1987,11,12,13,929.2,1006.5,21,17.6,15.5,71,17.6,36,6,9
1987,11,12,14,931.8,1009,22.2,20.2,19.2,83,22.2,0,0,1
1987,11,12,15,934.5,1011.6,23.4,21.8,21.3,88,25.3,0,0,1
1987,11,12,16,934.6,1011.9,23,22,21.5,91,25.6,0,0,0
1987,11,12,17,935.2,1012.4,24,22.4,21.7,87,26,14,4,2
1987,11,12,18,936.3,1013.5,24,21.4,20.1,79,23.5,14,4,1
1987,11,12,19,936.4,1013.4,24.6,21.6,20.1,76,23.5,0,0,1
1987,11,12,20,936,1013,24.4,21.6,20.6,79,24.3,0,0,1
1987,11,12,21,936.1,1013.1,24.4,22.2,21.2,82,25.2,0,0,0
1987,11,12,22,936.8,1014.3,22.8,21,20.4,85,24,0,0,1
1987,11,12,23,936.8,1014.3,22.6,20.4,19.6,83,22.8,0,0,0
1987,11,12,24,936,1013.5,22.8,20.8,20.1,85,23.5,0,0,0
1987,11,12,25,935.8,1013.6,22,21,20.8,93,24.6,0,0,0
1987,11,12,26,936.5,1014.3,21.2,18.8,17.5,79,20,0,0,0
1987,11,12,27,937.3,1015.2,21.8,17.8,15.4,67,17.5,0,0,0
1987,11,12,28,936.3,1014.1,21.4,15,10.2,49,12.4,0,0,0
1987,11,12,29,936.8,1014.6,20.2,16.4,13.9,67,15.9,0,0,0
1987,11,12,30,936.8,1015.4,19,17,16.1,83,18.3,0,0,0
1987,11,48,1,930.1,1006.3,26,19.4,15.6,53,17.7,36,6,7
1987,11,48,2,926.2,1002.1,25.6,18.8,14.7,51,16.7,32,12,10
1987,11,48,3,926.7,1002.8,24.4,20.6,18.6,70,21.4,36,8,9
1987,11,48,4,929.9,1005.9,27,22.2,19.9,65,23.2,14,4,6
1987,11,48,5,932.3,1009.2,23.4,21.8,21,87,29.9,0,0,2
1987,11,48,6,930.3,1006.5,25.2,22.6,21.4,80,25.5,5,4,4
1987,11,48,7,930.6,1006.8,26,22,20.1,70,23.9,36,6,4
1987,11,48,8,929.9,1006.4,24.2,21.2,20,78,23.4,0,0,3
1987,11,48,9,929,1005.7,24,19,16.1,61,18.6,36,4,7
1987,11,48,10,928.1,1004.7,23.6,19.8,17.7,70,20.2,36,2,8
1987,11,48,11,928.6,1005.7,22,20.8,20.2,90,23.7,36,6,2
1987,11,48,12,927.6,1004.4,22.8,20,18.5,77,21.3,32,8,1
1987,11,48,13,927.4,1004.2,22.4,19.9,18.7,80,21.6,32,8,11
1987,11,48,14,929.8,1006,25.6,21.4,19.3,68,22.4,0,0,5
1987,11,48,15,931.1,1007.5,26,22.2,20.4,71,24,0,0,2
1987,11,48,16,931,1006.8,27.6,22.6,20.3,64,23.6,0,0,0
1987,11,48,17,932.2,1008.8,24.2,22.2,21.3,84,25.3,14,4,2
1987,11,48,18,932.2,1008.3,27,22.2,19.9,65,23.2,0,0,4
1987,11,48,19,932.2,1008.6,26,22.2,20.1,70,23.5,5,6,3
1987,11,48,20,932.3,1008.1,27.4,21.4,18.3,58,21,0,0,1
1987,11,48,21,932.8,1008.9,26.4,22.4,20.5,70,24.1,5,4,2
1987,11,48,22,934.9,1012,23.2,20,18.3,74,21,0,0,4
1987,11,48,23,933.8,1010.9,23.4,20.6,19.2,77,22.2,0,0,4
1987,11,48,24,932.3,1008.9,25,21.6,19.9,74,23.2,9,6,3
1987,11,48,25,932.5,1008.9,25.4,20.4,17.7,63,20.2,9,2,2
1987,11,48,26,933.1,1009.7,26,17.6,12,42,14,9,2,5
1987,11,48,27,933.1,1009.7,26,17.4,11.5,40,13.6,0,0,5
1987,11,48,28,933.2,1010,24.4,16.4,11.1,43,13.2,0,0,5
1987,11,48,29,934,1010.8,24.8,17.4,12.9,48,14.9,0,0,4
1987,11,48,30,933.4,1010,25.2,17.6,12.6,45,14.6,0,0,3
1987,12,12,1,936.2,1014.2,20.6,17.6,15.8,74,14.9,0,0,0
1987,12,12,2,935.7,1013.7,20.2,16.8,14.6,70,16.6,0,0,0
1987,12,12,3,934.7,1012.3,21.4,18,14,71,18.2,36,2,2
1987,12,12,4,935,1013,21,20,19.5,91,22.7,36,2,3
1987,12,12,5,934.7,1012.3,21.6,20.2,19.5,88,22.7,0,0,3
1987,12,12,6,934.6,1012.5,20.6,20.2,20,96,23.4,0,0,4
1987,12,12,7,935.1,1013.1,21,19.4,18.5,86,21.3,0,0,1
1987,12,12,8,935.3,1013.6,20,19.4,19.1,94,22.1,36,2,3
1987,12,12,9,933.7,1013.7,21,20.2,19.8,93,23.1,0,0,3
1987,12,12,10,936.3,1014.1,22,21.2,20.8,93,24.6,9,6,2
1987,12,12,11,936.1,1013.9,22,21.2,20.8,93,24.6,14,4,3
1987,12,12,12,935.5,1013.3,21,20.2,19.8,93,23.1,0,0,1
1987,12,12,13,935.2,1013.2,21,19.2,18.2,84,20.9,0,0,3
1987,12,12,14,935.8,1013,24,21.4,20.1,79,23.5,14,4,1
1987,12,12,15,937.6,1015.5,21.6,20.6,20.1,91,23.5,0,0,0
1987,12,12,16,937.2,1015.1,21.6,19.2,17.9,79,20.5,5,6,5
1987,12,12,17,937,1016.7,18.6,16.4,15,80,17,0,0,1
1987,12,12,18,937.6,1015.8,21,17.8,15.9,73,18.1,36,2,1
1987,12,12,19,937.4,1015.9,19.6,16.4,14.3,72,16.3,36,4,4
1987,12,12,20,937.1,1016,18,14.4,11.8,67,13.8,0,0,6
1987,12,12,21,938.1,1016,21,17.8,15.9,73,18.1,36,6,3
1987,12,12,22,938.5,1016.7,21,19,17.9,82,20.5,5,6,5
1987,12,12,23,938.3,1016.5,21,19.8,19.2,89,22.2,0,0,3
1987,12,12,24,938.2,1016.4,20.6,20.2,20,96,23.4,0,0,2
1987,12,12,25,938.6,1016.8,21,19.8,18.5,86,21.3,0,0,0
1987,12,12,26,939.9,1018.3,21,18.8,17.6,81,20.1,0,0,3
1987,12,12,27,940.4,1019.1,19.6,18.4,17.7,89,20.2,0,0,3
1987,12,12,28,939.7,1018.9,18,16.4,15.4,85,17.5,0,0,0
1987,12,12,29,937.9,1016.4,19.8,18.4,17.6,87,20.1,0,0,1
1987,12,12,30,937.9,1016.4,20,18.6,17.8,87,20.4,0,0,2
1987,12,12,31,937.9,1016.6,18.2,16.2,14.9,81,16.9,0,0,1
1987,12,48,1,933.1,1009.9,25,17.8,13.2,48,15.2,9,4,5
1987,12,48,2,932.6,1009,25.8,20.4,17.5,60,20,9,8,6
1987,12,48,3,931.7,1008.1,25.2,19.6,16.4,58,18.6,5,8,8
1987,12,48,4,932.3,1010,21,20,19.5,91,22.7,0,0,6
1987,12,48,5,932.8,1010.2,22,20.4,19.6,86,22.8,0,0,9
1987,12,48,6,932.7,1010.7,20,19.6,19.4,96,22.5,5,8,6
1987,12,48,7,932.7,1009.6,23.6,20,18.1,71,20.8,5,4,6
1987,12,48,8,932.4,1010.4,19.6,19.2,19,96,22,5,6,7
1987,12,48,9,934,1011.3,22.4,21.2,20.6,90,24.3,0,0,6
1987,12,48,10,933.8,1011.1,23,21,20,83,23.4,18,4,9
1987,12,48,11,933.8,1011.1,23.8,20.8,19.3,76,22.4,0,0,7
